,id,authors,title,categories,abstract,versions,first_category,v1_date,LM_related_terms,mentions_LM_keyword,cluster,domains,industry,academic,above_pred_female_threshold,inferred_female_frac_nqg_uncertainty_threshold_0.100,citationCount,percentile_rank_in_3_month_window,percentile_rank_in_12_month_window,n_authors,percentile_rank_in_6_month_window,experienced_first_author,experienced_last_author
11875,arXiv:2303.18223,"['Wayne Xin Zhao', 'Kun Zhou', 'Junyi Li', 'Tianyi Tang', 'Xiaolei Wang', 'Yupeng Hou', 'Yingqian Min', 'Beichen Zhang', 'Junjie Zhang', 'Zican Dong', 'Yifan Du', 'Chen Yang', 'Yushuo Chen', 'Zhipeng Chen', 'Jinhao Jiang', 'Ruiyang Ren', 'Yifan Li', 'Xinyu Tang', 'Zikang Liu', 'Peiyu Liu', 'Jian-Yun Nie', 'Ji-Rong Wen']",A Survey of Large Language Models,"['cs.CL', 'cs.AI']","  Language is essentially a complex, intricate system of human expressions
governed by grammatical rules. It poses a significant challenge to develop
capable AI algorithms for comprehending and grasping a language. As a major
approach, language modeling has been widely studied for language understanding
and generation in the past two decades, evolving from statistical language
models to neural language models. Recently, pre-trained language models (PLMs)
have been proposed by pre-training Transformer models over large-scale corpora,
showing strong capabilities in solving various NLP tasks. Since researchers
have found that model scaling can lead to performance improvement, they further
study the scaling effect by increasing the model size to an even larger size.
Interestingly, when the parameter scale exceeds a certain level, these enlarged
language models not only achieve a significant performance improvement but also
show some special abilities that are not present in small-scale language
models. To discriminate the difference in parameter scale, the research
community has coined the term large language models (LLM) for the PLMs of
significant size. Recently, the research on LLMs has been largely advanced by
both academia and industry, and a remarkable progress is the launch of ChatGPT,
which has attracted widespread attention from society. The technical evolution
of LLMs has been making an important impact on the entire AI community, which
would revolutionize the way how we develop and use AI algorithms. In this
survey, we review the recent advances of LLMs by introducing the background,
key findings, and mainstream techniques. In particular, we focus on four major
aspects of LLMs, namely pre-training, adaptation tuning, utilization, and
capacity evaluation. Besides, we also summarize the available resources for
developing LLMs and discuss the remaining issues for future directions.
","[{'version': 'v1', 'created': 'Fri, 31 Mar 2023 17:28:46 GMT'}, {'version': 'v10', 'created': 'Sun, 7 May 2023 17:59:15 GMT'}, {'version': 'v11', 'created': 'Thu, 29 Jun 2023 16:09:05 GMT'}, {'version': 'v2', 'created': 'Sun, 9 Apr 2023 15:49:09 GMT'}, {'version': 'v3', 'created': 'Tue, 11 Apr 2023 16:20:17 GMT'}, {'version': 'v4', 'created': 'Wed, 12 Apr 2023 16:13:54 GMT'}, {'version': 'v5', 'created': 'Sun, 16 Apr 2023 16:42:37 GMT'}, {'version': 'v6', 'created': 'Mon, 24 Apr 2023 16:53:57 GMT'}, {'version': 'v7', 'created': 'Tue, 25 Apr 2023 14:42:36 GMT'}, {'version': 'v8', 'created': 'Thu, 27 Apr 2023 15:54:48 GMT'}, {'version': 'v9', 'created': 'Fri, 28 Apr 2023 15:39:09 GMT'}]",cs.CL,2023-03-31 17:28:46,"['language model', 'large language model', 'ChatGPT']",True,"LLMs, Reasoning, Chain-of-Thought",[],False,False,False,0.0,326.0,0.9955817378497791,0.995798973082309,22,0.9969532100108814,True,True
14514,arXiv:2306.05685,"['Lianmin Zheng', 'Wei-Lin Chiang', 'Ying Sheng', 'Siyuan Zhuang', 'Zhanghao Wu', 'Yonghao Zhuang', 'Zi Lin', 'Zhuohan Li', 'Dacheng Li', 'Eric. P Xing', 'Hao Zhang', 'Joseph E. Gonzalez', 'Ion Stoica']",Judging LLM-as-a-judge with MT-Bench and Chatbot Arena,"['cs.CL', 'cs.AI']","  Evaluating large language model (LLM) based chat assistants is challenging
due to their broad capabilities and the inadequacy of existing benchmarks in
measuring human preferences. To address this, we explore using strong LLMs as
judges to evaluate these models on more open-ended questions. We examine the
usage and limitations of LLM-as-a-judge, including position, verbosity, and
self-enhancement biases, as well as limited reasoning ability, and propose
solutions to mitigate some of them. We then verify the agreement between LLM
judges and human preferences by introducing two benchmarks: MT-bench, a
multi-turn question set; and Chatbot Arena, a crowdsourced battle platform. Our
results reveal that strong LLM judges like GPT-4 can match both controlled and
crowdsourced human preferences well, achieving over 80\% agreement, the same
level of agreement between humans. Hence, LLM-as-a-judge is a scalable and
explainable way to approximate human preferences, which are otherwise very
expensive to obtain. Additionally, we show our benchmark and traditional
benchmarks complement each other by evaluating several variants of LLaMA and
Vicuna. We will publicly release MT-bench questions, 3K expert votes, and 30K
conversations with human preferences from Chatbot Arena.
","[{'version': 'v1', 'created': 'Fri, 9 Jun 2023 05:55:52 GMT'}, {'version': 'v2', 'created': 'Wed, 12 Jul 2023 01:42:26 GMT'}]",cs.CL,2023-06-09 05:55:52,"['language model', 'large language model', 'LLaMA', 'GPT-4']",True,Applications and Benchmark Evaluations,[],False,False,False,0.0,113.0,0.9955205437133148,0.9925315077018827,13,0.9926006528835691,True,True
11928,arXiv:2304.01373,"['Stella Biderman', 'Hailey Schoelkopf', 'Quentin Anthony', 'Herbie Bradley', ""Kyle O'Brien"", 'Eric Hallahan', 'Mohammad Aflah Khan', 'Shivanshu Purohit', 'USVSN Sai Prashanth', 'Edward Raff', 'Aviya Skowron', 'Lintang Sutawika', 'Oskar van der Wal']","Pythia: A Suite for Analyzing Large Language Models Across Training and
  Scaling",['cs.CL'],"  How do large language models (LLMs) develop and evolve over the course of
training? How do these patterns change as models scale? To answer these
questions, we introduce \textit{Pythia}, a suite of 16 LLMs all trained on
public data seen in the exact same order and ranging in size from 70M to 12B
parameters. We provide public access to 154 checkpoints for each one of the 16
models, alongside tools to download and reconstruct their exact training
dataloaders for further study. We intend \textit{Pythia} to facilitate research
in many areas, and we present several case studies including novel results in
memorization, term frequency effects on few-shot performance, and reducing
gender bias. We demonstrate that this highly controlled setup can be used to
yield novel insights toward LLMs and their training dynamics. Trained models,
analysis code, training code, and training data can be found at
\url{https://github.com/EleutherAI/pythia}.
","[{'version': 'v1', 'created': 'Mon, 3 Apr 2023 20:58:15 GMT'}, {'version': 'v2', 'created': 'Wed, 31 May 2023 17:54:07 GMT'}]",cs.CL,2023-04-03 20:58:15,"['language model', 'large language model']",True,Datasets & Benchmarks,['eleuther.ai'],False,False,False,0.30000000000000004,113.0,0.9955205437133148,0.9925315077018827,13,0.9926006528835691,True,True
12160,arXiv:2304.07193,"['Maxime Oquab', 'Timothée Darcet', 'Théo Moutakanni', 'Huy Vo', 'Marc Szafraniec', 'Vasil Khalidov', 'Pierre Fernandez', 'Daniel Haziza', 'Francisco Massa', 'Alaaeldin El-Nouby', 'Mahmoud Assran', 'Nicolas Ballas', 'Wojciech Galuba', 'Russell Howes', 'Po-Yao Huang', 'Shang-Wen Li', 'Ishan Misra', 'Michael Rabbat', 'Vasu Sharma', 'Gabriel Synnaeve', 'Hu Xu', 'Hervé Jegou', 'Julien Mairal', 'Patrick Labatut', 'Armand Joulin', 'Piotr Bojanowski']",DINOv2: Learning Robust Visual Features without Supervision,['cs.CV'],"  The recent breakthroughs in natural language processing for model pretraining
on large quantities of data have opened the way for similar foundation models
in computer vision. These models could greatly simplify the use of images in
any system by producing all-purpose visual features, i.e., features that work
across image distributions and tasks without finetuning. This work shows that
existing pretraining methods, especially self-supervised methods, can produce
such features if trained on enough curated data from diverse sources. We
revisit existing approaches and combine different techniques to scale our
pretraining in terms of data and model size. Most of the technical
contributions aim at accelerating and stabilizing the training at scale. In
terms of data, we propose an automatic pipeline to build a dedicated, diverse,
and curated image dataset instead of uncurated data, as typically done in the
self-supervised literature. In terms of models, we train a ViT model
(Dosovitskiy et al., 2020) with 1B parameters and distill it into a series of
smaller models that surpass the best available all-purpose features, OpenCLIP
(Ilharco et al., 2021) on most of the benchmarks at image and pixel levels.
","[{'version': 'v1', 'created': 'Fri, 14 Apr 2023 15:12:19 GMT'}]",cs.CV,2023-04-14 15:12:19,['foundation model'],True,Vision-Language Models,['fb.com'],True,False,False,0.0,112.0,0.9950571516836577,0.9921425237280224,26,0.9920565832426551,False,True
10955,arXiv:2302.04023,"['Yejin Bang', 'Samuel Cahyawijaya', 'Nayeon Lee', 'Wenliang Dai', 'Dan Su', 'Bryan Wilie', 'Holy Lovenia', 'Ziwei Ji', 'Tiezheng Yu', 'Willy Chung', 'Quyet V. Do', 'Yan Xu', 'Pascale Fung']","A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on
  Reasoning, Hallucination, and Interactivity","['cs.CL', 'cs.AI']","  This paper proposes a framework for quantitatively evaluating interactive
LLMs such as ChatGPT using publicly available data sets. We carry out an
extensive technical evaluation of ChatGPT using 23 data sets covering 8
different common NLP application tasks. We evaluate the multitask, multilingual
and multi-modal aspects of ChatGPT based on these data sets and a newly
designed multimodal dataset. We find that ChatGPT outperforms LLMs with
zero-shot learning on most tasks and even outperforms fine-tuned models on some
tasks. We find that it is better at understanding non-Latin script languages
than generating them. It is able to generate multimodal content from textual
prompts, via an intermediate code generation step. Moreover, we find that
ChatGPT is 63.41% accurate on average in 10 different reasoning categories
under logical reasoning, non-textual reasoning, and commonsense reasoning,
hence making it an unreliable reasoner. It is, for example, better at deductive
than inductive reasoning. ChatGPT suffers from hallucination problems like
other LLMs and it generates more extrinsic hallucinations from its parametric
memory as it does not have access to an external knowledge base. Finally, the
interactive feature of ChatGPT enables human collaboration with the underlying
LLM to improve its performance, i.e, 8% ROUGE-1 on summarization and 2% ChrF++
on machine translation, in a multi-turn ""prompt engineering"" fashion. We also
release codebase for evaluation set extraction.
","[{'version': 'v1', 'created': 'Wed, 8 Feb 2023 12:35:34 GMT'}, {'version': 'v2', 'created': 'Tue, 28 Feb 2023 15:20:21 GMT'}]",cs.CL,2023-02-08 12:35:34,['ChatGPT'],True,Applications of LLMs/ChatGPT,['ust.hk'],False,True,False,0.33333333330000003,290.0,0.9948453608247423,0.9956433794927649,13,0.9967355821545157,True,True
12874,arXiv:2305.06500,"['Wenliang Dai', 'Junnan Li', 'Dongxu Li', 'Anthony Meng Huat Tiong', 'Junqi Zhao', 'Weisheng Wang', 'Boyang Li', 'Pascale Fung', 'Steven Hoi']","InstructBLIP: Towards General-purpose Vision-Language Models with
  Instruction Tuning","['cs.CV', 'cs.LG']","  Large-scale pre-training and instruction tuning have been successful at
creating general-purpose language models with broad competence. However,
building general-purpose vision-language models is challenging due to the rich
input distributions and task diversity resulting from the additional visual
input. Although vision-language pretraining has been widely studied,
vision-language instruction tuning remains under-explored. In this paper, we
conduct a systematic and comprehensive study on vision-language instruction
tuning based on the pretrained BLIP-2 models. We gather 26 publicly available
datasets, covering a wide variety of tasks and capabilities, and transform them
into instruction tuning format. Additionally, we introduce an instruction-aware
Query Transformer, which extracts informative features tailored to the given
instruction. Trained on 13 held-in datasets, InstructBLIP attains
state-of-the-art zero-shot performance across all 13 held-out datasets,
substantially outperforming BLIP-2 and larger Flamingo models. Our models also
lead to state-of-the-art performance when finetuned on individual downstream
tasks (e.g., 90.7% accuracy on ScienceQA questions with image contexts).
Furthermore, we qualitatively demonstrate the advantages of InstructBLIP over
concurrent multimodal models. All InstructBLIP models are open-sourced at
https://github.com/salesforce/LAVIS/tree/main/projects/instructblip.
","[{'version': 'v1', 'created': 'Thu, 11 May 2023 00:38:10 GMT'}, {'version': 'v2', 'created': 'Thu, 15 Jun 2023 08:00:18 GMT'}]",cs.CV,2023-05-11 00:38:10,['language model'],True,Vision-Language Models,['salesforce.com'],True,False,False,0.1428571429,89.0,0.9947482236638863,0.9908199782168975,9,0.9902067464635473,True,True
13535,arXiv:2305.14314,"['Tim Dettmers', 'Artidoro Pagnoni', 'Ari Holtzman', 'Luke Zettlemoyer']",QLoRA: Efficient Finetuning of Quantized LLMs,['cs.LG'],"  We present QLoRA, an efficient finetuning approach that reduces memory usage
enough to finetune a 65B parameter model on a single 48GB GPU while preserving
full 16-bit finetuning task performance. QLoRA backpropagates gradients through
a frozen, 4-bit quantized pretrained language model into Low Rank
Adapters~(LoRA). Our best model family, which we name Guanaco, outperforms all
previous openly released models on the Vicuna benchmark, reaching 99.3% of the
performance level of ChatGPT while only requiring 24 hours of finetuning on a
single GPU. QLoRA introduces a number of innovations to save memory without
sacrificing performance: (a) 4-bit NormalFloat (NF4), a new data type that is
information theoretically optimal for normally distributed weights (b) double
quantization to reduce the average memory footprint by quantizing the
quantization constants, and (c) paged optimziers to manage memory spikes. We
use QLoRA to finetune more than 1,000 models, providing a detailed analysis of
instruction following and chatbot performance across 8 instruction datasets,
multiple model types (LLaMA, T5), and model scales that would be infeasible to
run with regular finetuning (e.g. 33B and 65B parameter models). Our results
show that QLoRA finetuning on a small high-quality dataset leads to
state-of-the-art results, even when using smaller models than the previous
SoTA. We provide a detailed analysis of chatbot performance based on both human
and GPT-4 evaluations showing that GPT-4 evaluations are a cheap and reasonable
alternative to human evaluation. Furthermore, we find that current chatbot
benchmarks are not trustworthy to accurately evaluate the performance levels of
chatbots. A lemon-picked analysis demonstrates where Guanaco fails compared to
ChatGPT. We release all of our models and code, including CUDA kernels for
4-bit training.
","[{'version': 'v1', 'created': 'Tue, 23 May 2023 17:50:33 GMT'}]",cs.LG,2023-05-23 17:50:33,"['language model', 'LLaMA', 'GPT-4', 'pretrained language model', 'ChatGPT']",True,Efficiency & Performance,['washington.edu'],False,True,False,0.0,87.0,0.9944392956441149,0.9905087910378092,4,0.989771490750816,True,True
11947,arXiv:2304.01852,"['Yiheng Liu', 'Tianle Han', 'Siyuan Ma', 'Jiayue Zhang', 'Yuanyuan Yang', 'Jiaming Tian', 'Hao He', 'Antong Li', 'Mengshen He', 'Zhengliang Liu', 'Zihao Wu', 'Lin Zhao', 'Dajiang Zhu', 'Xiang Li', 'Ning Qiang', 'Dingang Shen', 'Tianming Liu', 'Bao Ge']","Summary of ChatGPT-Related Research and Perspective Towards the Future
  of Large Language Models",['cs.CL'],"  This paper presents a comprehensive survey of ChatGPT-related (GPT-3.5 and
GPT-4) research, state-of-the-art large language models (LLM) from the GPT
series, and their prospective applications across diverse domains. Indeed, key
innovations such as large-scale pre-training that captures knowledge across the
entire world wide web, instruction fine-tuning and Reinforcement Learning from
Human Feedback (RLHF) have played significant roles in enhancing LLMs'
adaptability and performance. We performed an in-depth analysis of 194 relevant
papers on arXiv, encompassing trend analysis, word cloud representation, and
distribution analysis across various application domains. The findings reveal a
significant and increasing interest in ChatGPT-related research, predominantly
centered on direct natural language processing applications, while also
demonstrating considerable potential in areas ranging from education and
history to mathematics, medicine, and physics. This study endeavors to furnish
insights into ChatGPT's capabilities, potential implications, ethical concerns,
and offer direction for future advancements in this field.
","[{'version': 'v1', 'created': 'Tue, 4 Apr 2023 15:01:06 GMT'}, {'version': 'v2', 'created': 'Sat, 8 Apr 2023 14:42:40 GMT'}, {'version': 'v3', 'created': 'Thu, 11 May 2023 03:50:53 GMT'}, {'version': 'v4', 'created': 'Tue, 22 Aug 2023 03:18:43 GMT'}]",cs.CL,2023-04-04 15:01:06,"['language model', 'GPT-3', 'GPT-4', 'large language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,['snnu.edu.cn'],False,False,False,0.1428571429,80.0,0.9941303676243435,0.9895752295005446,18,0.9884657236126224,False,False
10978,arXiv:2302.04761,"['Timo Schick', 'Jane Dwivedi-Yu', 'Roberto Dessì', 'Roberta Raileanu', 'Maria Lomeli', 'Luke Zettlemoyer', 'Nicola Cancedda', 'Thomas Scialom']",Toolformer: Language Models Can Teach Themselves to Use Tools,['cs.CL'],"  Language models (LMs) exhibit remarkable abilities to solve new tasks from
just a few examples or textual instructions, especially at scale. They also,
paradoxically, struggle with basic functionality, such as arithmetic or factual
lookup, where much simpler and smaller models excel. In this paper, we show
that LMs can teach themselves to use external tools via simple APIs and achieve
the best of both worlds. We introduce Toolformer, a model trained to decide
which APIs to call, when to call them, what arguments to pass, and how to best
incorporate the results into future token prediction. This is done in a
self-supervised way, requiring nothing more than a handful of demonstrations
for each API. We incorporate a range of tools, including a calculator, a Q\&A
system, two different search engines, a translation system, and a calendar.
Toolformer achieves substantially improved zero-shot performance across a
variety of downstream tasks, often competitive with much larger models, without
sacrificing its core language modeling abilities.
","[{'version': 'v1', 'created': 'Thu, 9 Feb 2023 16:49:57 GMT'}]",cs.CL,2023-02-09 16:49:57,['language model'],True,"LLMs, Reasoning, Chain-of-Thought",[],False,False,False,0.4285714286,237.0,0.9941089837997055,0.9954877859032207,8,0.9965179542981502,True,True
12853,arXiv:2305.06161,"['Raymond Li', 'Loubna Ben Allal', 'Yangtian Zi', 'Niklas Muennighoff', 'Denis Kocetkov', 'Chenghao Mou', 'Marc Marone', 'Christopher Akiki', 'Jia Li', 'Jenny Chim', 'Qian Liu', 'Evgenii Zheltonozhskii', 'Terry Yue Zhuo', 'Thomas Wang', 'Olivier Dehaene', 'Mishig Davaadorj', 'Joel Lamy-Poirier', 'João Monteiro', 'Oleh Shliazhko', 'Nicolas Gontier', 'Nicholas Meade', 'Armel Zebaze', 'Ming-Ho Yee', 'Logesh Kumar Umapathi', 'Jian Zhu', 'Benjamin Lipkin', 'Muhtasham Oblokulov', 'Zhiruo Wang', 'Rudra Murthy', 'Jason Stillerman', 'Siva Sankalp Patel', 'Dmitry Abulkhanov', 'Marco Zocca', 'Manan Dey', 'Zhihan Zhang', 'Nour Fahmy', 'Urvashi Bhattacharyya', 'Wenhao Yu', 'Swayam Singh', 'Sasha Luccioni', 'Paulo Villegas', 'Maxim Kunakov', 'Fedor Zhdanov', 'Manuel Romero', 'Tony Lee', 'Nadav Timor', 'Jennifer Ding', 'Claire Schlesinger', 'Hailey Schoelkopf', 'Jan Ebert', 'Tri Dao', 'Mayank Mishra', 'Alex Gu', 'Jennifer Robinson', 'Carolyn Jane Anderson', 'Brendan Dolan-Gavitt', 'Danish Contractor', 'Siva Reddy', 'Daniel Fried', 'Dzmitry Bahdanau', 'Yacine Jernite', 'Carlos Muñoz Ferrandis', 'Sean Hughes', 'Thomas Wolf', 'Arjun Guha', 'Leandro von Werra', 'Harm de Vries']",StarCoder: may the source be with you!,"['cs.CL', 'cs.AI', 'cs.PL', 'cs.SE']","  The BigCode community, an open-scientific collaboration working on the
responsible development of Large Language Models for Code (Code LLMs),
introduces StarCoder and StarCoderBase: 15.5B parameter models with 8K context
length, infilling capabilities and fast large-batch inference enabled by
multi-query attention. StarCoderBase is trained on 1 trillion tokens sourced
from The Stack, a large collection of permissively licensed GitHub repositories
with inspection tools and an opt-out process. We fine-tuned StarCoderBase on
35B Python tokens, resulting in the creation of StarCoder. We perform the most
comprehensive evaluation of Code LLMs to date and show that StarCoderBase
outperforms every open Code LLM that supports multiple programming languages
and matches or outperforms the OpenAI code-cushman-001 model. Furthermore,
StarCoder outperforms every model that is fine-tuned on Python, can be prompted
to achieve 40\% pass@1 on HumanEval, and still retains its performance on other
programming languages. We take several important steps towards a safe
open-access model release, including an improved PII redaction pipeline and a
novel attribution tracing tool, and make the StarCoder models publicly
available under a more commercially viable version of the Open Responsible AI
Model license.
","[{'version': 'v1', 'created': 'Tue, 9 May 2023 08:16:42 GMT'}]",cs.CL,2023-05-09 08:16:42,"['language model', 'large language model']",True,Code Generation,['bigcode-project.org'],False,False,False,0.1764705882,77.0,0.9938214396045721,0.9890306519371402,67,0.9877040261153428,True,True
12471,arXiv:2304.14178,"['Qinghao Ye', 'Haiyang Xu', 'Guohai Xu', 'Jiabo Ye', 'Ming Yan', 'Yiyang Zhou', 'Junyang Wang', 'Anwen Hu', 'Pengcheng Shi', 'Yaya Shi', 'Chenliang Li', 'Yuanhong Xu', 'Hehong Chen', 'Junfeng Tian', 'Qian Qi', 'Ji Zhang', 'Fei Huang']","mPLUG-Owl: Modularization Empowers Large Language Models with
  Multimodality","['cs.CL', 'cs.CV', 'cs.LG']","  Large language models (LLMs) have demonstrated impressive zero-shot abilities
on a variety of open-ended tasks, while recent research has also explored the
use of LLMs for multi-modal generation. In this study, we introduce mPLUG-Owl,
a novel training paradigm that equips LLMs with multi-modal abilities through
modularized learning of foundation LLM, a visual knowledge module, and a visual
abstractor module. This approach can support multiple modalities and facilitate
diverse unimodal and multimodal abilities through modality collaboration. The
training paradigm of mPLUG-Owl involves a two-stage method for aligning image
and text, which learns visual knowledge with the assistance of LLM while
maintaining and even improving the generation abilities of LLM. In the first
stage, the visual knowledge module and abstractor module are trained with a
frozen LLM module to align the image and text. In the second stage,
language-only and multi-modal supervised datasets are used to jointly fine-tune
a low-rank adaption (LoRA) module on LLM and the abstractor module by freezing
the visual knowledge module. We carefully build a visually-related instruction
evaluation set OwlEval. Experimental results show that our model outperforms
existing multi-modal models, demonstrating mPLUG-Owl's impressive instruction
and visual understanding ability, multi-turn conversation ability, and
knowledge reasoning ability. Besides, we observe some unexpected and exciting
abilities such as multi-image correlation and scene text understanding, which
makes it possible to leverage it for harder real scenarios, such as vision-only
document comprehension. Our code, pre-trained model, instruction-tuned models,
and evaluation set are available at https://github.com/X-PLUG/mPLUG-Owl. The
online demo is available at https://www.modelscope.cn/studios/damo/mPLUG-Owl.
","[{'version': 'v1', 'created': 'Thu, 27 Apr 2023 13:27:01 GMT'}]",cs.CL,2023-04-27 13:27:01,"['language model', 'large language model']",True,Vision-Language Models,['alibaba-inc.com'],True,False,False,0.33333333330000003,76.0,0.9935125115848007,0.988797261552824,17,0.9873775843307944,False,True
11364,arXiv:2303.03378,"['Danny Driess', 'Fei Xia', 'Mehdi S. M. Sajjadi', 'Corey Lynch', 'Aakanksha Chowdhery', 'Brian Ichter', 'Ayzaan Wahid', 'Jonathan Tompson', 'Quan Vuong', 'Tianhe Yu', 'Wenlong Huang', 'Yevgen Chebotar', 'Pierre Sermanet', 'Daniel Duckworth', 'Sergey Levine', 'Vincent Vanhoucke', 'Karol Hausman', 'Marc Toussaint', 'Klaus Greff', 'Andy Zeng', 'Igor Mordatch', 'Pete Florence']",PaLM-E: An Embodied Multimodal Language Model,"['cs.LG', 'cs.AI', 'cs.RO']","  Large language models excel at a wide range of complex tasks. However,
enabling general inference in the real world, e.g., for robotics problems,
raises the challenge of grounding. We propose embodied language models to
directly incorporate real-world continuous sensor modalities into language
models and thereby establish the link between words and percepts. Input to our
embodied language model are multi-modal sentences that interleave visual,
continuous state estimation, and textual input encodings. We train these
encodings end-to-end, in conjunction with a pre-trained large language model,
for multiple embodied tasks including sequential robotic manipulation planning,
visual question answering, and captioning. Our evaluations show that PaLM-E, a
single large embodied multimodal model, can address a variety of embodied
reasoning tasks, from a variety of observation modalities, on multiple
embodiments, and further, exhibits positive transfer: the model benefits from
diverse joint training across internet-scale language, vision, and
visual-language domains. Our largest model, PaLM-E-562B with 562B parameters,
in addition to being trained on robotics tasks, is a visual-language generalist
with state-of-the-art performance on OK-VQA, and retains generalist language
capabilities with increasing scale.
","[{'version': 'v1', 'created': 'Mon, 6 Mar 2023 18:58:06 GMT'}]",cs.LG,2023-03-06 18:58:06,"['language model', 'large language model', 'PaLM']",True,"Software, Planning, Robotics",[],False,False,False,0.058823529400000005,231.0,0.9933726067746687,0.9953321923136766,22,0.9963003264417846,False,True
12078,arXiv:2304.05128,"['Xinyun Chen', 'Maxwell Lin', 'Nathanael Schärli', 'Denny Zhou']",Teaching Large Language Models to Self-Debug,"['cs.CL', 'cs.AI']","  Large language models (LLMs) have achieved impressive performance on code
generation. However, for complex programming tasks, generating the correct
solution in one go becomes challenging, thus some prior works have designed
program repair approaches to improve code generation performance. In this work,
we propose Self-Debugging, which teaches a large language model to debug its
predicted program via few-shot demonstrations. In particular, we demonstrate
that Self-Debugging can teach the large language model to perform rubber duck
debugging; i.e., without any feedback on the code correctness or error
messages, the model is able to identify its mistakes by explaining the
generated code in natural language. Self-Debugging achieves the
state-of-the-art performance on several code generation benchmarks, including
the Spider dataset for text-to-SQL generation, TransCoder for C++-to-Python
translation, and MBPP for text-to-Python generation. On the Spider benchmark
where there are no unit tests to verify the correctness of predictions,
Self-Debugging with code explanation consistently improves the baseline by
2-3%, and improves the prediction accuracy on problems of the hardest label by
9%. On TransCoder and MBPP where unit tests are available, Self-Debugging
improves the baseline accuracy by up to 12%. Meanwhile, by leveraging feedback
messages and reusing failed predictions, Self-Debugging notably improves sample
efficiency, and can match or outperform baseline models that generate more than
10x candidate programs.
","[{'version': 'v1', 'created': 'Tue, 11 Apr 2023 10:43:43 GMT'}]",cs.CL,2023-04-11 10:43:43,"['language model', 'large language model']",True,Code Generation,"['berkeley.edu', 'google.com']",True,True,False,0.25,70.0,0.9932035835650294,0.9881748871946476,4,0.9865070729053319,True,True
12391,arXiv:2304.12244,"['Can Xu', 'Qingfeng Sun', 'Kai Zheng', 'Xiubo Geng', 'Pu Zhao', 'Jiazhan Feng', 'Chongyang Tao', 'Daxin Jiang']","WizardLM: Empowering Large Language Models to Follow Complex
  Instructions","['cs.CL', 'cs.AI']","  Training large language models (LLMs) with open-domain instruction following
data brings colossal success. However, manually creating such instruction data
is very time-consuming and labor-intensive. Moreover, humans may struggle to
produce high-complexity instructions. In this paper, we show an avenue for
creating large amounts of instruction data with varying levels of complexity
using LLM instead of humans. Starting with an initial set of instructions, we
use our proposed Evol-Instruct to rewrite them step by step into more complex
instructions. Then, we mix all generated instruction data to fine-tune LLaMA.
We call the resulting model WizardLM. Human evaluations on a
complexity-balanced test bed and Vicuna's testset show that instructions from
Evol-Instruct are superior to human-created ones. By analyzing the human
evaluation results of the high complexity part, we demonstrate that outputs
from our WizardLM are preferred to outputs from OpenAI ChatGPT. In GPT-4
automatic evaluation, WizardLM achieves more than 90\% capacity of ChatGPT on
17 out of 29 skills. Even though WizardLM still lags behind ChatGPT in some
aspects, our findings suggest that fine-tuning with AI-evolved instructions is
a promising direction for enhancing LLMs. Our code and data are public at
https://github.com/nlpxucan/WizardLM
","[{'version': 'v1', 'created': 'Mon, 24 Apr 2023 16:31:06 GMT'}, {'version': 'v2', 'created': 'Sat, 10 Jun 2023 13:18:25 GMT'}]",cs.CL,2023-04-24 16:31:06,"['language model', 'LLaMA', 'GPT-4', 'large language model', 'ChatGPT']",True,"Software, Planning, Robotics","['microsoft.com', 'pku.edu.cn']",True,True,False,0.0,63.0,0.9928946555452579,0.9876303096312432,8,0.9857453754080522,True,True
11851,arXiv:2303.17580,"['Yongliang Shen', 'Kaitao Song', 'Xu Tan', 'Dongsheng Li', 'Weiming Lu', 'Yueting Zhuang']","HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging
  Face","['cs.CL', 'cs.AI', 'cs.CV', 'cs.LG']","  Solving complicated AI tasks with different domains and modalities is a key
step toward artificial general intelligence. While there are abundant AI models
available for different domains and modalities, they cannot handle complicated
AI tasks. Considering large language models (LLMs) have exhibited exceptional
ability in language understanding, generation, interaction, and reasoning, we
advocate that LLMs could act as a controller to manage existing AI models to
solve complicated AI tasks and language could be a generic interface to empower
this. Based on this philosophy, we present HuggingGPT, a framework that
leverages LLMs (e.g., ChatGPT) to connect various AI models in machine learning
communities (e.g., Hugging Face) to solve AI tasks. Specifically, we use
ChatGPT to conduct task planning when receiving a user request, select models
according to their function descriptions available in Hugging Face, execute
each subtask with the selected AI model, and summarize the response according
to the execution results. By leveraging the strong language capability of
ChatGPT and abundant AI models in Hugging Face, HuggingGPT is able to cover
numerous sophisticated AI tasks in different modalities and domains and achieve
impressive results in language, vision, speech, and other challenging tasks,
which paves a new way towards artificial general intelligence.
","[{'version': 'v1', 'created': 'Thu, 30 Mar 2023 17:48:28 GMT'}, {'version': 'v2', 'created': 'Sun, 2 Apr 2023 17:24:47 GMT'}, {'version': 'v3', 'created': 'Thu, 25 May 2023 15:50:20 GMT'}]",cs.CL,2023-03-30 17:48:28,"['language model', 'large language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,"['microsoft.com', 'zju.edu.cn']",True,True,False,0.0,189.0,0.9926362297496318,0.9950210051345885,6,0.996082698585419,True,False
