,id,authors,title,categories,abstract,versions,first_category,v1_date,LM_related_terms,mentions_LM_keyword,cluster,domains,industry,academic,above_pred_female_threshold,inferred_female_frac_nqg_uncertainty_threshold_0.100,citationCount,percentile_rank_in_3_month_window,percentile_rank_in_12_month_window,n_authors,percentile_rank_in_6_month_window,experienced_first_author,experienced_last_author
11034,arXiv:2302.06476,"['Chengwei Qin', 'Aston Zhang', 'Zhuosheng Zhang', 'Jiaao Chen', 'Michihiro Yasunaga', 'Diyi Yang']",Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,"['cs.CL', 'cs.AI']","  Spurred by advancements in scale, large language models (LLMs) have
demonstrated the ability to perform a variety of natural language processing
(NLP) tasks zero-shot -- i.e., without adaptation on downstream data. Recently,
the debut of ChatGPT has drawn a great deal of attention from the natural
language processing (NLP) community due to the fact that it can generate
high-quality responses to human input and self-correct previous mistakes based
on subsequent conversations. However, it is not yet known whether ChatGPT can
serve as a generalist model that can perform many NLP tasks zero-shot. In this
work, we empirically analyze the zero-shot learning ability of ChatGPT by
evaluating it on 20 popular NLP datasets covering 7 representative task
categories. With extensive empirical studies, we demonstrate both the
effectiveness and limitations of the current version of ChatGPT. We find that
ChatGPT performs well on many tasks favoring reasoning capabilities (e.g.,
arithmetic reasoning) while it still faces challenges when solving specific
tasks such as sequence tagging. We additionally provide in-depth analysis
through qualitative case studies.
","[{'version': 'v1', 'created': 'Wed, 8 Feb 2023 09:44:51 GMT'}, {'version': 'v2', 'created': 'Wed, 15 Feb 2023 17:46:20 GMT'}]",cs.CL,2023-02-08 09:44:51,"['language model', 'large language model', 'ChatGPT']",True,Human Feedback & Interaction,"['ntu.edu.sg', 'amazon.com']",True,True,False,0.0,176.0,0.991899852724595,0.9947098179555003,6,0.9956474428726877,True,True
12214,arXiv:2304.08485,"['Haotian Liu', 'Chunyuan Li', 'Qingyang Wu', 'Yong Jae Lee']",Visual Instruction Tuning,"['cs.CV', 'cs.AI', 'cs.CL', 'cs.LG']","  Instruction tuning large language models (LLMs) using machine-generated
instruction-following data has improved zero-shot capabilities on new tasks,
but the idea is less explored in the multimodal field. In this paper, we
present the first attempt to use language-only GPT-4 to generate multimodal
language-image instruction-following data. By instruction tuning on such
generated data, we introduce LLaVA: Large Language and Vision Assistant, an
end-to-end trained large multimodal model that connects a vision encoder and
LLM for general-purpose visual and language understanding.Our early experiments
show that LLaVA demonstrates impressive multimodel chat abilities, sometimes
exhibiting the behaviors of multimodal GPT-4 on unseen images/instructions, and
yields a 85.1% relative score compared with GPT-4 on a synthetic multimodal
instruction-following dataset. When fine-tuned on Science QA, the synergy of
LLaVA and GPT-4 achieves a new state-of-the-art accuracy of 92.53%. We make
GPT-4 generated visual instruction tuning data, our model and code base
publicly available.
","[{'version': 'v1', 'created': 'Mon, 17 Apr 2023 17:59:25 GMT'}]",cs.CV,2023-04-17 17:59:25,"['language model', 'large language model', 'GPT-4']",True,Vision-Language Models,[],False,False,False,0.0,172.0,0.9972196478220574,0.9945542243659561,4,0.9954298150163221,False,False
13076,arXiv:2305.10403,"['Rohan Anil', 'Andrew M. Dai', 'Orhan Firat', 'Melvin Johnson', 'Dmitry Lepikhin', 'Alexandre Passos', 'Siamak Shakeri', 'Emanuel Taropa', 'Paige Bailey', 'Zhifeng Chen', 'Eric Chu', 'Jonathan H. Clark', 'Laurent El Shafey', 'Yanping Huang', 'Kathy Meier-Hellstern', 'Gaurav Mishra', 'Erica Moreira', 'Mark Omernick', 'Kevin Robinson', 'Sebastian Ruder', 'Yi Tay', 'Kefan Xiao', 'Yuanzhong Xu', 'Yujing Zhang', 'Gustavo Hernandez Abrego', 'Junwhan Ahn', 'Jacob Austin', 'Paul Barham', 'Jan Botha', 'James Bradbury', 'Siddhartha Brahma', 'Kevin Brooks', 'Michele Catasta', 'Yong Cheng', 'Colin Cherry', 'Christopher A. Choquette-Choo', 'Aakanksha Chowdhery', 'Clément Crepy', 'Shachi Dave', 'Mostafa Dehghani', 'Sunipa Dev', 'Jacob Devlin', 'Mark Díaz', 'Nan Du', 'Ethan Dyer', 'Vlad Feinberg', 'Fangxiaoyu Feng', 'Vlad Fienber', 'Markus Freitag', 'Xavier Garcia', 'Sebastian Gehrmann', 'Lucas Gonzalez', 'Guy Gur-Ari', 'Steven Hand', 'Hadi Hashemi', 'Le Hou', 'Joshua Howland', 'Andrea Hu', 'Jeffrey Hui', 'Jeremy Hurwitz', 'Michael Isard', 'Abe Ittycheriah', 'Matthew Jagielski', 'Wenhao Jia', 'Kathleen Kenealy', 'Maxim Krikun', 'Sneha Kudugunta', 'Chang Lan', 'Katherine Lee', 'Benjamin Lee', 'Eric Li', 'Music Li', 'Wei Li', 'YaGuang Li', 'Jian Li', 'Hyeontaek Lim', 'Hanzhao Lin', 'Zhongtao Liu', 'Frederick Liu', 'Marcello Maggioni', 'Aroma Mahendru', 'Joshua Maynez', 'Vedant Misra', 'Maysam Moussalem', 'Zachary Nado', 'John Nham', 'Eric Ni', 'Andrew Nystrom', 'Alicia Parrish', 'Marie Pellat', 'Martin Polacek', 'Alex Polozov', 'Reiner Pope', 'Siyuan Qiao', 'Emily Reif', 'Bryan Richter', 'Parker Riley', 'Alex Castro Ros', 'Aurko Roy', 'Brennan Saeta', 'Rajkumar Samuel', 'Renee Shelby', 'Ambrose Slone', 'Daniel Smilkov', 'David R. So', 'Daniel Sohn', 'Simon Tokumine', 'Dasha Valter', 'Vijay Vasudevan', 'Kiran Vodrahalli', 'Xuezhi Wang', 'Pidong Wang', 'Zirui Wang', 'Tao Wang', 'John Wieting', 'Yuhuai Wu', 'Kelvin Xu', 'Yunhan Xu', 'Linting Xue', 'Pengcheng Yin', 'Jiahui Yu', 'Qiao Zhang', 'Steven Zheng', 'Ce Zheng', 'Weikang Zhou', 'Denny Zhou', 'Slav Petrov', 'Yonghui Wu']",PaLM 2 Technical Report,"['cs.CL', 'cs.AI']","  We introduce PaLM 2, a new state-of-the-art language model that has better
multilingual and reasoning capabilities and is more compute-efficient than its
predecessor PaLM. PaLM 2 is a Transformer-based model trained using a mixture
of objectives. Through extensive evaluations on English and multilingual
language, and reasoning tasks, we demonstrate that PaLM 2 has significantly
improved quality on downstream tasks across different model sizes, while
simultaneously exhibiting faster and more efficient inference compared to PaLM.
This improved efficiency enables broader deployment while also allowing the
model to respond faster, for a more natural pace of interaction. PaLM 2
demonstrates robust reasoning capabilities exemplified by large improvements
over PaLM on BIG-Bench and other reasoning tasks. PaLM 2 exhibits stable
performance on a suite of responsible AI evaluations, and enables
inference-time control over toxicity without additional overhead or impact on
other capabilities. Overall, PaLM 2 achieves state-of-the-art performance
across a diverse set of tasks and capabilities.
  When discussing the PaLM 2 family, it is important to distinguish between
pre-trained models (of various sizes), fine-tuned variants of these models, and
the user-facing products that use these models. In particular, user-facing
products typically include additional pre- and post-processing steps.
Additionally, the underlying models may evolve over time. Therefore, one should
not expect the performance of user-facing products to exactly match the results
reported in this report.
","[{'version': 'v1', 'created': 'Wed, 17 May 2023 17:46:53 GMT'}]",cs.CL,2023-05-17 17:46:53,"['language model', 'PaLM']",True,Pretrained LMs & Text Classification,['google.com'],True,False,False,0.1489361702,168.0,0.9969107198022861,0.994398630776412,128,0.9952121871599565,True,True
11397,arXiv:2303.04671,"['Chenfei Wu', 'Shengming Yin', 'Weizhen Qi', 'Xiaodong Wang', 'Zecheng Tang', 'Nan Duan']","Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation
  Models",['cs.CV'],"  ChatGPT is attracting a cross-field interest as it provides a language
interface with remarkable conversational competency and reasoning capabilities
across many domains. However, since ChatGPT is trained with languages, it is
currently not capable of processing or generating images from the visual world.
At the same time, Visual Foundation Models, such as Visual Transformers or
Stable Diffusion, although showing great visual understanding and generation
capabilities, they are only experts on specific tasks with one-round fixed
inputs and outputs. To this end, We build a system called \textbf{Visual
ChatGPT}, incorporating different Visual Foundation Models, to enable the user
to interact with ChatGPT by 1) sending and receiving not only languages but
also images 2) providing complex visual questions or visual editing
instructions that require the collaboration of multiple AI models with
multi-steps. 3) providing feedback and asking for corrected results. We design
a series of prompts to inject the visual model information into ChatGPT,
considering models of multiple inputs/outputs and models that require visual
feedback. Experiments show that Visual ChatGPT opens the door to investigating
the visual roles of ChatGPT with the help of Visual Foundation Models. Our
system is publicly available at
\url{https://github.com/microsoft/visual-chatgpt}.
","[{'version': 'v1', 'created': 'Wed, 8 Mar 2023 15:50:02 GMT'}]",cs.CV,2023-03-08 15:50:02,"['ChatGPT', 'foundation model']",True,Applications of LLMs/ChatGPT,['microsoft.com'],True,False,False,0.0,158.0,0.9911634756995582,0.9942430371868679,6,0.9949945593035908,False,True
11688,arXiv:2303.13375,"['Harsha Nori', 'Nicholas King', 'Scott Mayer McKinney', 'Dean Carignan', 'Eric Horvitz']",Capabilities of GPT-4 on Medical Challenge Problems,"['cs.CL', 'cs.AI']","  Large language models (LLMs) have demonstrated remarkable capabilities in
natural language understanding and generation across various domains, including
medicine. We present a comprehensive evaluation of GPT-4, a state-of-the-art
LLM, on medical competency examinations and benchmark datasets. GPT-4 is a
general-purpose model that is not specialized for medical problems through
training or engineered to solve clinical tasks. Our analysis covers two sets of
official practice materials for the USMLE, a three-step examination program
used to assess clinical competency and grant licensure in the United States. We
also evaluate performance on the MultiMedQA suite of benchmark datasets. Beyond
measuring model performance, experiments were conducted to investigate the
influence of test questions containing both text and images on model
performance, probe for memorization of content during training, and study
probability calibration, which is of critical importance in high-stakes
applications like medicine. Our results show that GPT-4, without any
specialized prompt crafting, exceeds the passing score on USMLE by over 20
points and outperforms earlier general-purpose models (GPT-3.5) as well as
models specifically fine-tuned on medical knowledge (Med-PaLM, a prompt-tuned
version of Flan-PaLM 540B). In addition, GPT-4 is significantly better
calibrated than GPT-3.5, demonstrating a much-improved ability to predict the
likelihood that its answers are correct. We also explore the behavior of the
model qualitatively through a case study that shows the ability of GPT-4 to
explain medical reasoning, personalize explanations to students, and
interactively craft new counterfactual scenarios around a medical case.
Implications of the findings are discussed for potential uses of GPT-4 in
medical education, assessment, and clinical practice, with appropriate
attention to challenges of accuracy and safety.
","[{'version': 'v1', 'created': 'Mon, 20 Mar 2023 16:18:38 GMT'}, {'version': 'v2', 'created': 'Wed, 12 Apr 2023 16:48:39 GMT'}]",cs.CL,2023-03-20 16:18:38,"['language model', 'GPT-3', 'PaLM', 'GPT-4', 'large language model']",True,NLP for Healthcare,[],False,False,False,0.0,141.0,0.9904270986745214,0.9940874435973238,5,0.9947769314472252,False,True
12013,arXiv:2304.03277,"['Baolin Peng', 'Chunyuan Li', 'Pengcheng He', 'Michel Galley', 'Jianfeng Gao']",Instruction Tuning with GPT-4,"['cs.CL', 'cs.AI']","  Prior work has shown that finetuning large language models (LLMs) using
machine-generated instruction-following data enables such models to achieve
remarkable zero-shot capabilities on new tasks, and no human-written
instructions are needed. In this paper, we present the first attempt to use
GPT-4 to generate instruction-following data for LLM finetuning. Our early
experiments on instruction-tuned LLaMA models show that the 52K English and
Chinese instruction-following data generated by GPT-4 leads to superior
zero-shot performance on new tasks to the instruction-following data generated
by previous state-of-the-art models. We also collect feedback and comparison
data from GPT-4 to enable a comprehensive evaluation and reward model training.
We make our data generated using GPT-4 as well as our codebase publicly
available.
","[{'version': 'v1', 'created': 'Thu, 6 Apr 2023 17:58:09 GMT'}]",cs.CL,2023-04-06 17:58:09,"['language model', 'large language model', 'LLaMA', 'GPT-4']",True,Prompts & In-Context Learning,['microsoft.com'],True,False,False,0.0,138.0,0.9966017917825146,0.9939318500077797,5,0.9945593035908596,True,True
10688,arXiv:2301.07597,"['Biyang Guo', 'Xin Zhang', 'Ziyuan Wang', 'Minqi Jiang', 'Jinran Nie', 'Yuxuan Ding', 'Jianwei Yue', 'Yupeng Wu']","How Close is ChatGPT to Human Experts? Comparison Corpus, Evaluation,
  and Detection",['cs.CL'],"  The introduction of ChatGPT has garnered widespread attention in both
academic and industrial communities. ChatGPT is able to respond effectively to
a wide range of human questions, providing fluent and comprehensive answers
that significantly surpass previous public chatbots in terms of security and
usefulness. On one hand, people are curious about how ChatGPT is able to
achieve such strength and how far it is from human experts. On the other hand,
people are starting to worry about the potential negative impacts that large
language models (LLMs) like ChatGPT could have on society, such as fake news,
plagiarism, and social security issues. In this work, we collected tens of
thousands of comparison responses from both human experts and ChatGPT, with
questions ranging from open-domain, financial, medical, legal, and
psychological areas. We call the collected dataset the Human ChatGPT Comparison
Corpus (HC3). Based on the HC3 dataset, we study the characteristics of
ChatGPT's responses, the differences and gaps from human experts, and future
directions for LLMs. We conducted comprehensive human evaluations and
linguistic analyses of ChatGPT-generated content compared with that of humans,
where many interesting results are revealed. After that, we conduct extensive
experiments on how to effectively detect whether a certain text is generated by
ChatGPT or humans. We build three different detection systems, explore several
key factors that influence their effectiveness, and evaluate them in different
scenarios. The dataset, code, and models are all publicly available at
https://github.com/Hello-SimpleAI/chatgpt-comparison-detection.
","[{'version': 'v1', 'created': 'Wed, 18 Jan 2023 15:23:25 GMT'}]",cs.CL,2023-01-18 15:23:25,"['language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,[],False,False,,,133.0,0.9893225331369662,0.9936984596234635,8,0.9942328618063112,True,False
10558,arXiv:2301.00704,"['Huiwen Chang', 'Han Zhang', 'Jarred Barber', 'AJ Maschinot', 'Jose Lezama', 'Lu Jiang', 'Ming-Hsuan Yang', 'Kevin Murphy', 'William T. Freeman', 'Michael Rubinstein', 'Yuanzhen Li', 'Dilip Krishnan']",Muse: Text-To-Image Generation via Masked Generative Transformers,"['cs.CV', 'cs.AI', 'cs.LG']","  We present Muse, a text-to-image Transformer model that achieves
state-of-the-art image generation performance while being significantly more
efficient than diffusion or autoregressive models. Muse is trained on a masked
modeling task in discrete token space: given the text embedding extracted from
a pre-trained large language model (LLM), Muse is trained to predict randomly
masked image tokens. Compared to pixel-space diffusion models, such as Imagen
and DALL-E 2, Muse is significantly more efficient due to the use of discrete
tokens and requiring fewer sampling iterations; compared to autoregressive
models, such as Parti, Muse is more efficient due to the use of parallel
decoding. The use of a pre-trained LLM enables fine-grained language
understanding, translating to high-fidelity image generation and the
understanding of visual concepts such as objects, their spatial relationships,
pose, cardinality etc. Our 900M parameter model achieves a new SOTA on CC3M,
with an FID score of 6.06. The Muse 3B parameter model achieves an FID of 7.88
on zero-shot COCO evaluation, along with a CLIP score of 0.32. Muse also
directly enables a number of image editing applications without the need to
fine-tune or invert the model: inpainting, outpainting, and mask-free editing.
More results are available at https://muse-model.github.io
","[{'version': 'v1', 'created': 'Mon, 2 Jan 2023 14:43:38 GMT'}]",cs.CV,2023-01-02 14:43:38,"['language model', 'large language model']",True,Video & Multimodal Models,['google.com'],True,False,False,0.0,133.0,0.9893225331369662,0.9936984596234635,12,0.9942328618063112,False,False
10935,arXiv:2302.03494,['Ali Borji'],A Categorical Archive of ChatGPT Failures,"['cs.CL', 'cs.AI', 'cs.LG']","  Large language models have been demonstrated to be valuable in different
fields. ChatGPT, developed by OpenAI, has been trained using massive amounts of
data and simulates human conversation by comprehending context and generating
appropriate responses. It has garnered significant attention due to its ability
to effectively answer a broad range of human inquiries, with fluent and
comprehensive answers surpassing prior public chatbots in both security and
usefulness. However, a comprehensive analysis of ChatGPT's failures is lacking,
which is the focus of this study. Eleven categories of failures, including
reasoning, factual errors, math, coding, and bias, are presented and discussed.
The risks, limitations, and societal implications of ChatGPT are also
highlighted. The goal of this study is to assist researchers and developers in
enhancing future language models and chatbots.
","[{'version': 'v1', 'created': 'Mon, 6 Feb 2023 04:21:59 GMT'}, {'version': 'v2', 'created': 'Fri, 10 Feb 2023 01:01:51 GMT'}, {'version': 'v3', 'created': 'Tue, 14 Feb 2023 09:26:35 GMT'}, {'version': 'v4', 'created': 'Sun, 19 Feb 2023 03:12:05 GMT'}, {'version': 'v5', 'created': 'Tue, 21 Feb 2023 05:27:25 GMT'}, {'version': 'v6', 'created': 'Thu, 23 Feb 2023 00:05:29 GMT'}, {'version': 'v7', 'created': 'Mon, 6 Mar 2023 09:34:38 GMT'}, {'version': 'v8', 'created': 'Mon, 3 Apr 2023 20:02:26 GMT'}]",cs.CL,2023-02-06 04:21:59,"['language model', 'large language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,[],False,False,False,0.0,129.0,0.9882179675994109,0.9934650692391473,1,0.9939064200217628,False,False
11259,arXiv:2302.14045,"['Shaohan Huang', 'Li Dong', 'Wenhui Wang', 'Yaru Hao', 'Saksham Singhal', 'Shuming Ma', 'Tengchao Lv', 'Lei Cui', 'Owais Khan Mohammed', 'Barun Patra', 'Qiang Liu', 'Kriti Aggarwal', 'Zewen Chi', 'Johan Bjorck', 'Vishrav Chaudhary', 'Subhojit Som', 'Xia Song', 'Furu Wei']",Language Is Not All You Need: Aligning Perception with Language Models,"['cs.CL', 'cs.CV']","  A big convergence of language, multimodal perception, action, and world
modeling is a key step toward artificial general intelligence. In this work, we
introduce Kosmos-1, a Multimodal Large Language Model (MLLM) that can perceive
general modalities, learn in context (i.e., few-shot), and follow instructions
(i.e., zero-shot). Specifically, we train Kosmos-1 from scratch on web-scale
multimodal corpora, including arbitrarily interleaved text and images,
image-caption pairs, and text data. We evaluate various settings, including
zero-shot, few-shot, and multimodal chain-of-thought prompting, on a wide range
of tasks without any gradient updates or finetuning. Experimental results show
that Kosmos-1 achieves impressive performance on (i) language understanding,
generation, and even OCR-free NLP (directly fed with document images), (ii)
perception-language tasks, including multimodal dialogue, image captioning,
visual question answering, and (iii) vision tasks, such as image recognition
with descriptions (specifying classification via text instructions). We also
show that MLLMs can benefit from cross-modal transfer, i.e., transfer knowledge
from language to multimodal, and from multimodal to language. In addition, we
introduce a dataset of Raven IQ test, which diagnoses the nonverbal reasoning
capability of MLLMs.
","[{'version': 'v1', 'created': 'Mon, 27 Feb 2023 18:55:27 GMT'}, {'version': 'v2', 'created': 'Wed, 1 Mar 2023 11:04:51 GMT'}]",cs.CL,2023-02-27 18:55:27,"['language model', 'large language model']",True,Vision-Language Models,[],False,False,False,0.1428571429,123.0,0.9874815905743741,0.9932316788548312,18,0.9935799782372143,True,True
12021,arXiv:2304.03442,"['Joon Sung Park', ""Joseph C. O'Brien"", 'Carrie J. Cai', 'Meredith Ringel Morris', 'Percy Liang', 'Michael S. Bernstein']",Generative Agents: Interactive Simulacra of Human Behavior,"['cs.HC', 'cs.AI', 'cs.LG']","  Believable proxies of human behavior can empower interactive applications
ranging from immersive environments to rehearsal spaces for interpersonal
communication to prototyping tools. In this paper, we introduce generative
agents--computational software agents that simulate believable human behavior.
Generative agents wake up, cook breakfast, and head to work; artists paint,
while authors write; they form opinions, notice each other, and initiate
conversations; they remember and reflect on days past as they plan the next
day. To enable generative agents, we describe an architecture that extends a
large language model to store a complete record of the agent's experiences
using natural language, synthesize those memories over time into higher-level
reflections, and retrieve them dynamically to plan behavior. We instantiate
generative agents to populate an interactive sandbox environment inspired by
The Sims, where end users can interact with a small town of twenty five agents
using natural language. In an evaluation, these generative agents produce
believable individual and emergent social behaviors: for example, starting with
only a single user-specified notion that one agent wants to throw a Valentine's
Day party, the agents autonomously spread invitations to the party over the
next two days, make new acquaintances, ask each other out on dates to the
party, and coordinate to show up for the party together at the right time. We
demonstrate through ablation that the components of our agent
architecture--observation, planning, and reflection--each contribute critically
to the believability of agent behavior. By fusing large language models with
computational, interactive agents, this work introduces architectural and
interaction patterns for enabling believable simulations of human behavior.
","[{'version': 'v1', 'created': 'Fri, 7 Apr 2023 01:55:19 GMT'}, {'version': 'v2', 'created': 'Sun, 6 Aug 2023 00:21:19 GMT'}]",cs.HC,2023-04-07 01:55:19,"['language model', 'large language model']",True,Human Feedback & Interaction,"['google.com', 'stanford.edu']",True,True,False,0.4,123.0,0.9962928637627433,0.9932316788548312,6,0.9935799782372143,True,True
11175,arXiv:2302.11382,"['Jules White', 'Quchen Fu', 'Sam Hays', 'Michael Sandborn', 'Carlos Olea', 'Henry Gilbert', 'Ashraf Elnashar', 'Jesse Spencer-Smith', 'Douglas C. Schmidt']",A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,"['cs.SE', 'cs.AI']","  Prompt engineering is an increasingly important skill set needed to converse
effectively with large language models (LLMs), such as ChatGPT. Prompts are
instructions given to an LLM to enforce rules, automate processes, and ensure
specific qualities (and quantities) of generated output. Prompts are also a
form of programming that can customize the outputs and interactions with an
LLM. This paper describes a catalog of prompt engineering techniques presented
in pattern form that have been applied to solve common problems when conversing
with LLMs. Prompt patterns are a knowledge transfer method analogous to
software patterns since they provide reusable solutions to common problems
faced in a particular context, i.e., output generation and interaction when
working with LLMs. This paper provides the following contributions to research
on prompt engineering that apply LLMs to automate software development tasks.
First, it provides a framework for documenting patterns for structuring prompts
to solve a range of problems so that they can be adapted to different domains.
Second, it presents a catalog of patterns that have been applied successfully
to improve the outputs of LLM conversations. Third, it explains how prompts can
be built from multiple patterns and illustrates prompt patterns that benefit
from combination with other prompt patterns.
","[{'version': 'v1', 'created': 'Tue, 21 Feb 2023 12:42:44 GMT'}]",cs.SE,2023-02-21 12:42:44,"['language model', 'large language model', 'ChatGPT']",True,"Software, Planning, Robotics",['vanderbilt.edu'],False,True,False,0.0,118.0,0.9867452135493373,0.992998288470515,9,0.9932535364526659,False,False
13092,arXiv:2305.10601,"['Shunyu Yao', 'Dian Yu', 'Jeffrey Zhao', 'Izhak Shafran', 'Thomas L. Griffiths', 'Yuan Cao', 'Karthik Narasimhan']",Tree of Thoughts: Deliberate Problem Solving with Large Language Models,"['cs.CL', 'cs.AI', 'cs.LG']","  Language models are increasingly being deployed for general problem solving
across a wide range of tasks, but are still confined to token-level,
left-to-right decision-making processes during inference. This means they can
fall short in tasks that require exploration, strategic lookahead, or where
initial decisions play a pivotal role. To surmount these challenges, we
introduce a new framework for language model inference, Tree of Thoughts (ToT),
which generalizes over the popular Chain of Thought approach to prompting
language models, and enables exploration over coherent units of text (thoughts)
that serve as intermediate steps toward problem solving. ToT allows LMs to
perform deliberate decision making by considering multiple different reasoning
paths and self-evaluating choices to decide the next course of action, as well
as looking ahead or backtracking when necessary to make global choices. Our
experiments show that ToT significantly enhances language models'
problem-solving abilities on three novel tasks requiring non-trivial planning
or search: Game of 24, Creative Writing, and Mini Crosswords. For instance, in
Game of 24, while GPT-4 with chain-of-thought prompting only solved 4% of
tasks, our method achieved a success rate of 74%. Code repo with all prompts:
https://github.com/ysymyth/tree-of-thought-llm.
","[{'version': 'v1', 'created': 'Wed, 17 May 2023 23:16:17 GMT'}]",cs.CL,2023-05-17 23:16:17,"['language model', 'large language model', 'GPT-4']",True,"LLMs, Reasoning, Chain-of-Thought",[],False,False,False,0.1666666667,117.0,0.9959839357429718,0.9928426948809709,7,0.9930359085963003,True,True
11928,arXiv:2304.01373,"['Stella Biderman', 'Hailey Schoelkopf', 'Quentin Anthony', 'Herbie Bradley', ""Kyle O'Brien"", 'Eric Hallahan', 'Mohammad Aflah Khan', 'Shivanshu Purohit', 'USVSN Sai Prashanth', 'Edward Raff', 'Aviya Skowron', 'Lintang Sutawika', 'Oskar van der Wal']","Pythia: A Suite for Analyzing Large Language Models Across Training and
  Scaling",['cs.CL'],"  How do large language models (LLMs) develop and evolve over the course of
training? How do these patterns change as models scale? To answer these
questions, we introduce \textit{Pythia}, a suite of 16 LLMs all trained on
public data seen in the exact same order and ranging in size from 70M to 12B
parameters. We provide public access to 154 checkpoints for each one of the 16
models, alongside tools to download and reconstruct their exact training
dataloaders for further study. We intend \textit{Pythia} to facilitate research
in many areas, and we present several case studies including novel results in
memorization, term frequency effects on few-shot performance, and reducing
gender bias. We demonstrate that this highly controlled setup can be used to
yield novel insights toward LLMs and their training dynamics. Trained models,
analysis code, training code, and training data can be found at
\url{https://github.com/EleutherAI/pythia}.
","[{'version': 'v1', 'created': 'Mon, 3 Apr 2023 20:58:15 GMT'}, {'version': 'v2', 'created': 'Wed, 31 May 2023 17:54:07 GMT'}]",cs.CL,2023-04-03 20:58:15,"['language model', 'large language model']",True,Datasets & Benchmarks,['eleuther.ai'],False,False,False,0.30000000000000004,113.0,0.9955205437133148,0.9925315077018827,13,0.9926006528835691,True,True
11757,arXiv:2303.15056,"['Fabrizio Gilardi', 'Meysam Alizadeh', 'Maël Kubli']",ChatGPT Outperforms Crowd-Workers for Text-Annotation Tasks,"['cs.CL', 'cs.CY']","  Many NLP applications require manual data annotations for a variety of tasks,
notably to train classifiers or evaluate the performance of unsupervised
models. Depending on the size and degree of complexity, the tasks may be
conducted by crowd-workers on platforms such as MTurk as well as trained
annotators, such as research assistants. Using a sample of 2,382 tweets, we
demonstrate that ChatGPT outperforms crowd-workers for several annotation
tasks, including relevance, stance, topics, and frames detection. Specifically,
the zero-shot accuracy of ChatGPT exceeds that of crowd-workers for four out of
five tasks, while ChatGPT's intercoder agreement exceeds that of both
crowd-workers and trained annotators for all tasks. Moreover, the
per-annotation cost of ChatGPT is less than $0.003 -- about twenty times
cheaper than MTurk. These results show the potential of large language models
to drastically increase the efficiency of text classification.
","[{'version': 'v1', 'created': 'Mon, 27 Mar 2023 09:59:48 GMT'}, {'version': 'v2', 'created': 'Wed, 19 Jul 2023 14:10:55 GMT'}]",cs.CL,2023-03-27 09:59:48,"['language model', 'large language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,[],False,False,False,0.0,113.0,0.9860088365243005,0.9925315077018827,3,0.9926006528835691,True,False
14514,arXiv:2306.05685,"['Lianmin Zheng', 'Wei-Lin Chiang', 'Ying Sheng', 'Siyuan Zhuang', 'Zhanghao Wu', 'Yonghao Zhuang', 'Zi Lin', 'Zhuohan Li', 'Dacheng Li', 'Eric. P Xing', 'Hao Zhang', 'Joseph E. Gonzalez', 'Ion Stoica']",Judging LLM-as-a-judge with MT-Bench and Chatbot Arena,"['cs.CL', 'cs.AI']","  Evaluating large language model (LLM) based chat assistants is challenging
due to their broad capabilities and the inadequacy of existing benchmarks in
measuring human preferences. To address this, we explore using strong LLMs as
judges to evaluate these models on more open-ended questions. We examine the
usage and limitations of LLM-as-a-judge, including position, verbosity, and
self-enhancement biases, as well as limited reasoning ability, and propose
solutions to mitigate some of them. We then verify the agreement between LLM
judges and human preferences by introducing two benchmarks: MT-bench, a
multi-turn question set; and Chatbot Arena, a crowdsourced battle platform. Our
results reveal that strong LLM judges like GPT-4 can match both controlled and
crowdsourced human preferences well, achieving over 80\% agreement, the same
level of agreement between humans. Hence, LLM-as-a-judge is a scalable and
explainable way to approximate human preferences, which are otherwise very
expensive to obtain. Additionally, we show our benchmark and traditional
benchmarks complement each other by evaluating several variants of LLaMA and
Vicuna. We will publicly release MT-bench questions, 3K expert votes, and 30K
conversations with human preferences from Chatbot Arena.
","[{'version': 'v1', 'created': 'Fri, 9 Jun 2023 05:55:52 GMT'}, {'version': 'v2', 'created': 'Wed, 12 Jul 2023 01:42:26 GMT'}]",cs.CL,2023-06-09 05:55:52,"['language model', 'large language model', 'LLaMA', 'GPT-4']",True,Applications and Benchmark Evaluations,[],False,False,False,0.0,113.0,0.9955205437133148,0.9925315077018827,13,0.9926006528835691,True,True
